word,id,n_admin,n_profs,p_admin,p_profs,n_admin_EB,n_profs_EB,p_admin_EB,odds_admin_EB,odds_ratio_scaled_admin_EB
supplements,1765,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
surfaces,1766,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
surveillance,1767,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
sustaining,1768,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
symptomatic,1769,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
tamar,1770,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
thousands,1771,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
thrive,1772,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
timing,1773,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
touched,1774,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
towns,1775,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
transition,1776,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
treatment,1777,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
truth,1778,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
undertaking,1779,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
unit’s,1780,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
universities,1781,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
unprecedented,1782,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
unsurpassed,1783,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
update,1784,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
updating,1785,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
varsity,1786,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
venues,1787,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
vermund,1788,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
video,1789,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
vigilance,1790,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
visit,1791,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
visitor,1792,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
voluntary,1793,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
waives,1794,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
wash,1795,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
wave,1796,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
web,1797,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
workplace,1798,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
worn,1799,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
yesterday,1800,1,0,1,0,2.339141282,2.536022439,0.479807739,0.922366161,1.827956728
je,1801,0,13,0,1,1.339141282,15.53602244,0.07935575,0.08619589,0.170824087
continue,1802,14,14,0.5,0.5,15.33914128,16.53602244,0.48122549,0.927619767,1.838368389
remotely,1803,14,14,0.5,0.5,15.33914128,16.53602244,0.48122549,0.927619767,1.838368389
davenport,1804,0,14,0,1,1.339141282,16.53602244,0.074916309,0.080983277,0.160493665
hall,1805,1,28,0.034482759,0.965517241,2.339141282,30.53602244,0.071152232,0.076602684,0.151812152
abroad,1806,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
approach,1807,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
arriving,1808,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
beginning,1809,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
brought,1810,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
committed,1811,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
conduct,1812,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
consistent,1813,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
contacts,1814,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
continues,1815,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
daily,1816,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
discipline,1817,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
frequently,1818,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
individual,1819,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
indoors,1820,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
lamont,1821,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
let’s,1822,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
limits,1823,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
managers,1824,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
neighbors,1825,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
party,1826,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
portion,1827,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
professor,1828,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
recognize,1829,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
red,1830,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
residences,1831,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
resumption,1832,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
spirit,1833,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
status,1834,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
teach,1835,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
trends,1836,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
vice,1837,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
we’ve,1838,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
withdrawn,1839,2,1,0.666666667,0.333333333,3.339141282,3.536022439,0.485681711,0.944321293,1.871467681
life,1840,1,38,0.025641026,0.974358974,2.339141282,40.53602244,0.054557023,0.057705249,0.114360981
adherence,1841,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
environment,1842,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
government,1843,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
grateful,1844,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
hospitalization,1845,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
individuals,1846,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
instruction,1847,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
schools,1848,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
shared,1849,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
strict,1850,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
thanksgiving,1851,3,2,0.6,0.4,4.339141282,4.536022439,0.488908308,0.956596079,1.895794006
zoom,1852,0,27,0,1,1.339141282,29.53602244,0.043372767,0.045339256,0.089853901
access,1853,4,3,0.571428571,0.428571429,5.339141282,5.536022439,0.490948129,0.964436351,1.911331954
provided,1854,4,3,0.571428571,0.428571429,5.339141282,5.536022439,0.490948129,0.964436351,1.911331954
deans,1855,5,4,0.555555556,0.444444444,6.339141282,6.536022439,0.492354227,0.969877527,1.922115344
live,1856,5,4,0.555555556,0.444444444,6.339141282,6.536022439,0.492354227,0.969877527,1.922115344
teaching,1857,5,4,0.555555556,0.444444444,6.339141282,6.536022439,0.492354227,0.969877527,1.922115344
weekly,1858,5,4,0.555555556,0.444444444,6.339141282,6.536022439,0.492354227,0.969877527,1.922115344
world,1859,6,5,0.545454545,0.454545455,7.339141282,7.536022439,0.493382219,0.973874659,1.930036909
undergraduate,1860,8,7,0.533333333,0.466666667,9.339141282,9.536022439,0.49478465,0.979353954,1.940895844
person,1861,10,8,0.555555556,0.444444444,11.33914128,10.53602244,0.518356865,1.076226,2.132878069
limited,1862,9,7,0.5625,0.4375,10.33914128,9.536022439,0.520204081,1.084219479,2.148719646
tested,1863,9,7,0.5625,0.4375,10.33914128,9.536022439,0.520204081,1.084219479,2.148719646
current,1864,7,5,0.583333333,0.416666667,8.339141282,7.536022439,0.525294821,1.106570654,2.193015483
travel,1865,17,14,0.548387097,0.451612903,18.33914128,16.53602244,0.525851045,1.109041872,2.197912973
14,1866,6,4,0.6,0.4,7.339141282,6.536022439,0.528940878,1.122875778,2.22532918
program,1867,6,4,0.6,0.4,7.339141282,6.536022439,0.528940878,1.122875778,2.22532918
review,1868,5,3,0.625,0.375,6.339141282,5.536022439,0.533815064,1.145071457,2.269316853
strongly,1869,5,3,0.625,0.375,6.339141282,5.536022439,0.533815064,1.145071457,2.269316853
public,1870,28,23,0.549019608,0.450980392,29.33914128,25.53602244,0.53465246,1.148931528,2.276966789
professional,1871,12,9,0.571428571,0.428571429,13.33914128,11.53602244,0.536243356,1.15630334,2.291576339
adhere,1872,3,1,0.75,0.25,4.339141282,3.536022439,0.550990612,1.227124928,2.431931442
athletics,1873,3,1,0.75,0.25,4.339141282,3.536022439,0.550990612,1.227124928,2.431931442
continued,1874,3,1,0.75,0.25,4.339141282,3.536022439,0.550990612,1.227124928,2.431931442
limit,1875,3,1,0.75,0.25,4.339141282,3.536022439,0.550990612,1.227124928,2.431931442
months,1876,3,1,0.75,0.25,4.339141282,3.536022439,0.550990612,1.227124928,2.431931442
occupancy,1877,3,1,0.75,0.25,4.339141282,3.536022439,0.550990612,1.227124928,2.431931442
rates,1878,3,1,0.75,0.25,4.339141282,3.536022439,0.550990612,1.227124928,2.431931442
sincerely,1879,3,1,0.75,0.25,4.339141282,3.536022439,0.550990612,1.227124928,2.431931442
specific,1880,3,1,0.75,0.25,4.339141282,3.536022439,0.550990612,1.227124928,2.431931442
50,1881,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
accordance,1882,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
advisory,1883,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
applied,1884,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
apply,1885,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
approved,1886,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
arrangement,1887,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
arts,1888,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
buildings,1889,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
committees,1890,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
contingency,1891,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
cooperation,1892,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
core,1893,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
critical,1894,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
departments,1895,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
departure,1896,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
developments,1897,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
disinfect,1898,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
divisions,1899,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
dormitory,1900,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
exceed,1901,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
experts,1902,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
feet,1903,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
field,1904,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
human,1905,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
hygiene,1906,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
improving,1907,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
informed,1908,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
kahlil,1909,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
loved,1910,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
lower,1911,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
marvin,1912,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
meaghan,1913,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
monitor,1914,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
november,1915,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
optimism,1916,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
performed,1917,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
permitted,1918,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
primary,1919,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
private,1920,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
regularly,1921,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
removed,1922,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
reside,1923,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
restaurants,1924,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
rise,1925,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
scenario,1926,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
scholars,1927,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
sciences,1928,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
style,1929,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
subjects,1930,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
substantially,1931,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
summary,1932,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
typical,1933,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
workspace,1934,2,0,1,0,3.339141282,2.536022439,0.568348635,1.316684439,2.609421594
june,1935,6,3,0.666666667,0.333333333,7.339141282,5.536022439,0.570023142,1.325706563,2.627301752
graduate,1936,14,9,0.608695652,0.391304348,15.33914128,11.53602244,0.570755268,1.329673322,2.635163124
screening,1937,5,2,0.714285714,0.285714286,6.339141282,4.536022439,0.582900768,1.397511006,2.76960469
conditions,1938,8,4,0.666666667,0.333333333,9.339141282,6.536022439,0.588286297,1.42887228,2.831756852
additional,1939,4,1,0.8,0.2,5.339141282,3.536022439,0.601582286,1.509928563,2.992395203
prior,1940,4,1,0.8,0.2,5.339141282,3.536022439,0.601582286,1.509928563,2.992395203
rules,1941,4,1,0.8,0.2,5.339141282,3.536022439,0.601582286,1.509928563,2.992395203
state’s,1942,4,1,0.8,0.2,5.339141282,3.536022439,0.601582286,1.509928563,2.992395203
receive,1943,9,4,0.692307692,0.307692308,10.33914128,6.536022439,0.612683909,1.58187053,3.134970687
connecticut,1944,17,9,0.653846154,0.346153846,18.33914128,11.53602244,0.613859106,1.589728295,3.150543303
10,1945,6,2,0.75,0.25,7.339141282,4.536022439,0.618024429,1.617968469,3.206510032
viral,1946,6,2,0.75,0.25,7.339141282,4.536022439,0.618024429,1.617968469,3.206510032
faculty,1947,26,14,0.65,0.35,27.33914128,16.53602244,0.623112006,1.653308187,3.276546724
school,1948,20,10,0.666666667,0.333333333,21.33914128,12.53602244,0.629934705,1.702225836,3.37349233
25,1949,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
application,1950,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
informs,1951,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
involving,1952,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
leader,1953,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
local,1954,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
locations,1955,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
population,1956,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
programs,1957,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
recommended,1958,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
resume,1959,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
spreading,1960,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
training,1961,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
undergo,1962,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
visiting,1963,3,0,1,0,4.339141282,2.536022439,0.631132793,1.711002716,3.390886459
2,1964,12,5,0.705882353,0.294117647,13.33914128,7.536022439,0.638995768,1.770050632,3.507908353
conducted,1965,5,1,0.833333333,0.166666667,6.339141282,3.536022439,0.641927715,1.792732199,3.552858964
encouraged,1966,5,1,0.833333333,0.166666667,6.339141282,3.536022439,0.641927715,1.792732199,3.552858964
guidance,1967,9,3,0.75,0.25,10.33914128,5.536022439,0.651277773,1.867611881,3.70125645
research,1968,28,12,0.7,0.3,29.33914128,14.53602244,0.668695882,2.018374793,4.000040263
measures,1969,8,2,0.8,0.2,9.339141282,4.536022439,0.673083321,2.058883396,4.080320716
governor,1970,6,1,0.857142857,0.142857143,7.339141282,3.536022439,0.674853406,2.075535834,4.113322725
2.1,1971,4,0,1,0,5.339141282,2.536022439,0.6779721,2.105320994,4.172351325
discouraged,1972,4,0,1,0,5.339141282,2.536022439,0.6779721,2.105320994,4.172351325
doctoral,1973,4,0,1,0,5.339141282,2.536022439,0.6779721,2.105320994,4.172351325
laboratory,1974,4,0,1,0,5.339141282,2.536022439,0.6779721,2.105320994,4.172351325
post,1975,4,0,1,0,5.339141282,2.536022439,0.6779721,2.105320994,4.172351325
reopening,1976,4,0,1,0,5.339141282,2.536022439,0.6779721,2.105320994,4.172351325
website,1977,4,0,1,0,5.339141282,2.536022439,0.6779721,2.105320994,4.172351325
reduce,1978,5,0,1,0,6.339141282,2.536022439,0.714256264,2.499639271,4.953816191
precautions,1979,8,1,0.888888889,0.111111111,9.339141282,3.536022439,0.725360973,2.641143104,5.234250247
reactivation,1980,12,1,0.923076923,0.076923077,13.33914128,3.536022439,0.790459962,3.772357645,7.476105291
trainees,1981,11,0,1,0,12.33914128,2.536022439,0.829512973,4.865548937,9.642605386
phase,1982,25,0,1,0,26.33914128,2.536022439,0.912172881,10.38600482,20.58311351
