StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q8,Q6,Q9,Q11,Q11_1_TEXT,Q24,Q24_1_TEXT,Q12,Q13,Q14,Q21,Q15,Q22,Q23,Q16,Q16_3_TEXT,Q17_1,Q18,Q19,Q20
2020-05-10 17:44:07,2020-05-10 17:47:13,IP Address,71.234.68.198,100,185,True,2020-05-10 17:47:13,R_1JEZGZagJHpY8HO,,,,,41.30889892578125,-72.6190032958984375,anonymous,EN,Academia/Research,California,Male,"Literature, Comparative",Jonathan Edwards College,Tenders,Jonathan Edwards College,No,"Yes, I am entering the workforce","$34,000",No,,No,,No,,Somewhat agree,No,,Sterling,,8,No,LITR 304,Tenders
2020-05-10 17:45:02,2020-05-10 17:47:45,IP Address,24.126.127.206,100,162,True,2020-05-10 17:47:46,R_2BaCnUzWKhPuDz1,,,,,38.920806884765625,-77.03600311279296875,anonymous,EN,Public Service/Nonprofit,"Washington, DC",Female,Political Science,Pauli Murray College,Food truck grilled cheese,Silliman College,No,"Yes, I am entering the workforce","45,000",No,,No,,No,,Somewhat agree,No,,Sterling,,7,No,HUMS 444,Hummus and naked juice
2020-05-10 17:44:26,2020-05-10 17:48:00,IP Address,74.138.68.176,100,214,True,2020-05-10 17:48:01,R_3mjD8H9D1GwJMoE,,,,,38.308502197265625,-85.81600189208984375,anonymous,EN,Academia/Research,Washington,Male,"Mathematics,Physics",Morse College,San Francisco Chicken,Morse College,No,"Yes, I am entering the workforce","21,000",Yes,6000,No,,Yes,Disagree,Disagree,No,,Other (spill those secret study places),Morse Library,5,No,EVST 226,cafe spice chicken tikka masala
2020-05-10 17:44:50,2020-05-10 17:48:00,IP Address,76.127.176.4,100,190,True,2020-05-10 17:48:01,R_3hGtvPMeamiy88x,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Other (Please specify),"Pennsylvania ",Male,Biomedical Engineering,Pauli Murray College,,,No,"Yes, I am entering the workforce","55,000",No,,Yes,No,No,,Neither agree nor disagree,Yes,Somewhat Insignificant,Sterling,,10,Yes,"BENG 463 biomaterials ",
2020-05-10 17:44:44,2020-05-10 17:48:13,IP Address,24.228.2.129,100,208,True,2020-05-10 17:48:13,R_3L6lQGhW5c6wgBU,,,,,40.9571990966796875,-74.160400390625,anonymous,EN,Academia/Research,New York,Male,"Molecular, Cellular, and Developmental Biology",Branford College,Chicken tenders,Berkeley College,No,"No, I am not entering the workforce",,,,No,,No,,Neither agree nor disagree,No,,Sterling,,10,No,MB&B 749,"Chicken tikka, 2x babybel"
2020-05-10 17:46:15,2020-05-10 17:48:15,IP Address,148.74.114.185,100,119,True,2020-05-10 17:48:16,R_1kYb8BQa2ytnbdu,,,,,40.2458953857421875,-74.28130340576171875,anonymous,EN,Academia/Research,California,Male,Chemical Engineering,Morse College,,Morse College,No,"No, I am not entering the workforce",,,,No,,Yes,Strongly disagree,Somewhat disagree,No,,Other (spill those secret study places),Blue State,8,No,,chicken tenders
2020-05-10 17:46:22,2020-05-10 17:48:18,IP Address,70.93.190.78,100,116,True,2020-05-10 17:48:18,R_2YKb6mSmqKIGbwf,,,,,33.8578033447265625,-117.786895751953125,anonymous,EN,Tech Industry,San francisco,Female,Applied Mathematics,Pierson College,San Francisco style korean fried chicken,Pierson College,No,"Yes, I am entering the workforce",130000,Yes,Don’t know!,No,,No,,Neither agree nor disagree,No,,Bass,,9,Yes,intellectual history,Chicken tenders and cheese
2020-05-10 17:45:56,2020-05-10 17:48:22,IP Address,65.96.3.8,100,145,True,2020-05-10 17:48:22,R_2WCppglKLURCNdL,,,,,41.577392578125,-73.02449798583984375,anonymous,EN,Health,Connecticut,Female,Cognitive Science,Pauli Murray College,Lamb stew and ramen,Pauli Murray College,No,"Yes, I am entering the workforce","38,000",No,,No,,No,,Agree,Yes,Substantial,Sterling,,9,No,,Samosas and honey mustard
2020-05-10 17:46:25,2020-05-10 17:48:36,IP Address,73.75.55.144,100,130,True,2020-05-10 17:48:36,R_2fCAmmPefXRJBnM,,,,,42.104705810546875,-87.75659942626953125,anonymous,EN,Academia/Research,Colorado,Male,Applied Physics,Jonathan Edwards College,"Kale feta meatballs, duh",Jonathan Edwards College,No,"Yes, I am entering the workforce","35,000",Yes,"3,000",No,,No,,Strongly disagree,No,,Other (spill those secret study places),Taft Library,8,Yes,PHYS 440,Clementines
2020-05-10 17:45:07,2020-05-10 17:48:46,IP Address,71.127.165.108,100,218,True,2020-05-10 17:48:46,R_xmBq3oJJWZk0QsV,,,,,42.9257965087890625,-76.4051971435546875,anonymous,EN,Other (Please specify),Denver,Male,Economics,Berkeley College,,Pauli Murray College,Yes,"No, I am not entering the workforce",,,,Yes,Yes,No,,Disagree,No,,Other (spill those secret study places),"Watson ",10,Yes,,
2020-05-10 17:47:29,2020-05-10 17:48:57,IP Address,96.242.152.21,100,88,True,2020-05-10 17:48:58,R_28T0bT11qGcQYj3,,,,,40.6678924560546875,-74.1177978515625,anonymous,EN,Academia/Research,Illinois,Male,Mathematics and Physics,Grace Hopper College,Chicken tenders,Grace Hopper College,No,"No, I am not entering the workforce",,,,No,,No,,Somewhat agree,Yes,Somewhat Substantial,Sterling,,7,Yes,HIST 263,Chicken tenders
2020-05-10 17:44:04,2020-05-10 17:49:06,IP Address,151.213.182.3,100,301,True,2020-05-10 17:49:06,R_1GU0YJQ4Yzj1pQZ,,,,,29.57989501953125,-95.60849761962890625,anonymous,EN,Academia/Research,California,Male,"Molecular, Cellular, and Developmental Biology",Berkeley College,Chicken with pineapple salsa,Berkeley College,No,"Yes, I am entering the workforce","$50,000",No,,No,,No,,Agree,No,,Other (spill those secret study places),My suite,8,No,"SPAN 322 (not taught anymore, I think)",Samosa
2020-05-10 17:47:22,2020-05-10 17:49:08,IP Address,98.169.56.31,100,106,True,2020-05-10 17:49:08,R_OfLhrCRx36X8QUx,,,,,38.930694580078125,-77.16729736328125,anonymous,EN,Academia/Research,New York,Male,"Chemistry,Mathematics",Jonathan Edwards College,,Jonathan Edwards College,No,"Yes, I am entering the workforce","180,000",Yes,75000,No,,No,,Agree,No,,Sterling,,,,,
2020-05-10 17:44:35,2020-05-10 17:49:17,IP Address,98.18.24.210,100,282,True,2020-05-10 17:49:18,R_2DXCgTVPdLkCw4l,,,,,29.837799072265625,-82.6128997802734375,anonymous,EN,Finance,New York,Male,Political Science,Pierson College,Chicken & waffles,Pierson College,No,"Yes, I am entering the workforce","85,000",Yes,"20,000",Yes,Yes,No,,Agree,No,,Bass,,9,No,PLSC 214,"Chicken tenders "
2020-05-10 17:45:35,2020-05-10 17:49:24,IP Address,24.48.230.78,100,229,True,2020-05-10 17:49:25,R_rcXV7oWdNrT4cHD,,,,,18.468597412109375,-66.1056976318359375,anonymous,EN,Government,"Washington, DC",Male,History,Jonathan Edwards College,Yale Chicken Tenders!!!,Jonathan Edwards College,No,"Yes, I am entering the workforce","$60,000",No,,No,,No,,Neither agree nor disagree,No,,Other (spill those secret study places),The Owl Shop,9,Yes,GLBL 392,Chicken Tender Combo (with BBQ Chips)
2020-05-10 17:45:53,2020-05-10 17:49:32,IP Address,73.25.86.254,100,219,True,2020-05-10 17:49:32,R_cSfKPRXobnOnR9D,,,,,45.440704345703125,-122.779205322265625,anonymous,EN,Arts,Virginia,Female,English,Davenport College,Chicken tenders,Davenport College,No,"No, I am not entering the workforce",,,,No,,No,,Somewhat agree,No,,Sterling,,8,No,ENGL 465,Chicken tenders!
2020-05-10 17:46:22,2020-05-10 17:49:33,IP Address,99.144.183.82,100,191,True,2020-05-10 17:49:33,R_YcycioutrxyndId,,,,,34.7725982666015625,-92.354400634765625,anonymous,EN,Academia/Research,New York,Female,History,Timothy Dwight College,chicken tenders!,Timothy Dwight College,No,"No, I am not entering the workforce",,,,No,,No,,Somewhat agree,Yes,Somewhat Substantial,Sterling,,10,Yes,MCDB 315,hummus and pita chip packet and iced tea
2020-05-10 17:45:21,2020-05-10 17:49:38,IP Address,68.132.211.91,100,257,True,2020-05-10 17:49:39,R_1pE6ZVDPnwGITm7,,,,,40.9163055419921875,-73.78980255126953125,anonymous,EN,Academia/Research,California,Female,Mathematics,Grace Hopper College,,Pauli Murray College,No,"No, I am not entering the workforce",,,,No,,No,,Somewhat agree,No,,Sterling,,4,Yes,FREN 320,frappuccino
2020-05-10 17:47:00,2020-05-10 17:49:48,IP Address,99.9.115.68,100,168,True,2020-05-10 17:49:49,R_esuwavAX5rvR3fr,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,Consulting,Connecticut,Female,Mathematics,Saybrook College,Kale Feta Meatballs,Ezra Stiles College,No,"Yes, I am entering the workforce",75000,No,,No,,No,,Neither agree nor disagree,Yes,Insignificant,Other (spill those secret study places),math lounge,9,No,ECON 331,microwavable saag paneer
2020-05-10 17:46:02,2020-05-10 17:50:44,IP Address,107.77.232.153,100,281,True,2020-05-10 17:50:44,R_264oVUVf6R00c3a,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Health,New York City,Female,American Studies,Timothy Dwight College,Chicken tendies,Timothy Dwight College,Yes,"Yes, I am entering the workforce",no idea yet,No,,No,,No,,Strongly agree,Yes,Substantial,Sterling,,9,Yes,"CSTD 400 ",tampons
2020-05-10 17:46:52,2020-05-10 17:50:45,IP Address,71.230.123.71,100,233,True,2020-05-10 17:50:46,R_1BPNp6aUqi8PQhc,,,,,39.9340057373046875,-75.160003662109375,anonymous,EN,Finance,"New York, NY",Male,History,Branford College,Burger,Pierson College,Yes,"Yes, I am entering the workforce",120000,Yes,25000,No,,No,,Somewhat agree,No,,Sterling,,7,Yes,HIST 133J,Naked Smoothie
2020-05-10 17:47:51,2020-05-10 17:50:46,IP Address,174.192.2.95,100,174,True,2020-05-10 17:50:46,R_3e9uacbatFLei0p,,,,,41.7487945556640625,-72.61519622802734375,anonymous,EN,Public Service/Nonprofit,"Washington, DC",Female,Global Affairs,Davenport College,Grilled cheese,Davenport College,Yes,"Yes, I am entering the workforce","44,000",Yes,,No,,No,,Somewhat agree,Yes,Somewhat Substantial,Sterling,,10,Yes,,"Raspberries "
2020-05-10 17:44:05,2020-05-10 17:50:58,IP Address,218.102.109.237,100,413,True,2020-05-10 17:50:58,R_1rfzDZIEGmGKwpE,,,,,22.3000030517578125,114.18328857421875,anonymous,EN,Academia/Research,United Kingdom,Male,Global Affairs,Grace Hopper College,Chicken Wraps,Grace Hopper College,No,"No, I am not entering the workforce",,,,No,,No,,Somewhat agree,Yes,Somewhat Substantial,Other (spill those secret study places),Donut Crazy,8,No,ANTH 244,Popcorners Jalapeno Flavor
2020-05-10 17:46:14,2020-05-10 17:51:01,IP Address,73.124.147.113,100,286,True,2020-05-10 17:51:01,R_2zIav6AwfyWr12V,,,,,26.4553985595703125,-80.07550048828125,anonymous,EN,Academia/Research,United Kingdom,Male,Philosophy,Silliman College,Lamb with couscous and tzatziki,Silliman College,No,"No, I am not entering the workforce",,,,No,,No,,Strongly agree,Yes,Substantial,Sterling,,10,No,PHIL 488,egg salad sandwich w lemon ice tea
2020-05-10 17:49:38,2020-05-10 17:51:08,IP Address,98.235.163.105,100,90,True,2020-05-10 17:51:08,R_3G9DA8nPvb9JAKZ,,,,,40.7957000732421875,-77.8618011474609375,anonymous,EN,Education,New Haven,Female,Statistics and Data Science,Pauli Murray College,"vodka penne ",Davenport College,No,,,,,No,,No,,Somewhat agree,No,,Sterling,,8,No,EDST 210,
2020-05-10 17:49:19,2020-05-10 17:51:16,IP Address,72.74.173.57,100,116,True,2020-05-10 17:51:16,R_3mfrZygVLujSgIy,,,,,42.222900390625,-70.88189697265625,anonymous,EN,Other (Please specify),"No fucking clue :) ",Female,Political Science,Jonathan Edwards College,"the macaroni and cheese ",Branford College,Yes,"Yes, I am entering the workforce",Lolololololol,Yes,Idk man,No,,Yes,Somewhat agree,Agree,No,,Sterling,,4,Yes,GLBL 305,"dried fruit "
2020-05-10 17:46:50,2020-05-10 17:51:47,IP Address,74.75.252.52,100,296,True,2020-05-10 17:51:47,R_2e84SAQ1ae2AmP7,,,,,44.0845947265625,-69.1887969970703125,anonymous,EN,Public Service/Nonprofit,New York,Female,"English,Ethnicity, Race, and Migration",Grace Hopper College,Grilled cheese,Ezra Stiles College,No,"Yes, I am entering the workforce","54,000",No,,No,,No,,Somewhat agree,No,,Sterling,,9,Yes,HUMS 339,Chicken tenders
2020-05-10 17:50:48,2020-05-10 17:52:41,IP Address,70.235.88.224,100,112,True,2020-05-10 17:52:41,R_1r7X2L2RVru3Kdc,,,,,30.6710052490234375,-87.17369842529296875,anonymous,EN,Finance,"Connecticut ",Male,Economics and Mathematics,Jonathan Edwards College,Hand Breaded Chicken Tenders,Silliman College,No,"Yes, I am entering the workforce","125,000",Yes,"20,000",No,,No,,Agree,No,,Bass,,9,No,ECON 672,"Tenders, BBQ/Honey Mustard mix, Coke"
2020-05-10 17:47:49,2020-05-10 17:52:53,IP Address,154.139.210.40,100,303,True,2020-05-10 17:52:53,R_2irnPWihGSldxUR,,,,,30.0355072021484375,31.2230072021484375,anonymous,EN,Other (Please specify),Egypt,Male,Economics,Davenport College,"Pizza ",Davenport College,Yes,"Yes, I am entering the workforce",65000,Yes,,No,,Yes,Strongly disagree,Strongly agree,Yes,Substantial,Bass,,9,No,RLST 183,"Tenders "
2020-05-10 17:47:28,2020-05-10 17:53:10,IP Address,73.61.99.221,100,341,True,2020-05-10 17:53:10,R_20MV8lZU49iDpc6,,,,,43.1887969970703125,-70.88680267333984375,anonymous,EN,Law,"Nashville, TN",Female,Religious Studies,Saybrook College,Tres Leches Cake,Morse College,No,"Yes, I am entering the workforce",40000,No,,Yes,No,No,,Disagree,No,,Sterling,,10,No,RLST 357,"cheetos, tapioca pudding, carrots, milk"
2020-05-10 17:50:51,2020-05-10 17:53:36,IP Address,74.133.30.183,100,165,True,2020-05-10 17:53:37,R_3k4zOJP6sE7UQbh,,,,,40.1833953857421875,-83.0912017822265625,anonymous,EN,Health,Maryland,Male,"Molecular, Biophysics and Biochemistry,Political Science",Ezra Stiles College,,Ezra Stiles College,No,"Yes, I am entering the workforce",65000,No,,No,,No,,Agree,Yes,Somewhat Substantial,Sterling,,8,No,MATH 300,
2020-05-10 17:51:48,2020-05-10 17:54:09,IP Address,73.10.144.37,100,141,True,2020-05-10 17:54:09,R_2wRhh1YtE7Rs1WI,,,,,40.7523040771484375,-74.21720123291015625,anonymous,EN,No plans yet,New Jersey,Female,Sociology,Berkeley College,"Kale Salad with Cranberries ",Berkeley College,No,"No, I am not entering the workforce",,,,Yes,No,No,,Somewhat agree,No,,Sterling,,9,Yes,HSAR 115,Awake Chocolate
2020-05-10 17:44:59,2020-05-10 17:54:25,IP Address,174.244.178.39,100,566,True,2020-05-10 17:54:25,R_31drg9Hxwfjqh6w,,,,,40.7808990478515625,-73.95020294189453125,anonymous,EN,Academia/Research,CT,Female,Neuroscience,Pauli Murray College,None,Benjamin Franklin College,No,"Yes, I am entering the workforce","40,000",No,,No,,No,,Somewhat disagree,Yes,Substantial,Bass,,8,No,NSCI 229L,Durfees
2020-05-10 17:52:59,2020-05-10 17:54:52,IP Address,136.52.110.39,100,113,True,2020-05-10 17:54:53,R_p9RTf1KbREtTygN,,,,,33.656402587890625,-117.82450103759765625,anonymous,EN,Academia/Research,Washington,Female,"Molecular, Cellular, and Developmental Biology",Ezra Stiles College,"Korean fried chicken ",Ezra Stiles College,No,"Yes, I am entering the workforce",50000,No,,No,,No,,Somewhat agree,Yes,Somewhat Insignificant,Bass,,7,No,PLSC 257,"Chicken tenders "
2020-05-10 17:52:31,2020-05-10 17:55:17,IP Address,174.228.140.206,100,166,True,2020-05-10 17:55:17,R_qy165jIjDA0ya6B,,,,,26.0276031494140625,-80.25279998779296875,anonymous,EN,Finance,New York City,Female,Economics,Trumbull College,Food truck grilled cheese,Silliman College,No,"Yes, I am entering the workforce",70000,Yes,10000,No,,Yes,Somewhat agree,Somewhat agree,No,,Sterling,,8,Yes,EEB264,"Blueberries, yogurt, small toblerone"
2020-05-10 17:50:25,2020-05-10 17:55:22,IP Address,172.7.163.177,100,297,True,2020-05-10 17:55:22,R_NWluHOBHWQLaE6Z,,,,,32.9163970947265625,-117.1392974853515625,anonymous,EN,No plans yet,New York,Female,Psychology,Saybrook College,Chicken Stew and Biscuits,Saybrook College,No,"Yes, I am entering the workforce",,,,No,,No,,Somewhat agree,Yes,Somewhat Insignificant,Bass,,9,Yes,,"Tortilla chips, yogurt, chicken tenders"
2020-05-10 17:53:34,2020-05-10 17:55:39,IP Address,174.244.179.155,100,124,True,2020-05-10 17:55:39,R_sXchdQtpCXO2jD3,,,,,40.7960968017578125,-73.95130157470703125,anonymous,EN,Arts,Switzerland,Female,Music,Grace Hopper College,Chicken tenders,Grace Hopper College,No,"No, I am not entering the workforce",,,,No,,No,,Agree,Yes,Somewhat Substantial,Sterling,,10,No,MUSI 352,Kombucha
2020-05-10 17:54:07,2020-05-10 17:55:53,IP Address,197.52.246.158,100,105,True,2020-05-10 17:55:53,R_3feeBhoWydP2jzX,,,,,30.0778045654296875,31.2852020263671875,anonymous,EN,Academia/Research,United Kingdom,Male,"Economics,Near Eastern Languages and Civilizations",Morse College,,Morse College,No,"No, I am not entering the workforce",,,,Yes,No,No,,Somewhat agree,No,,Sterling,,10,Yes,Econ 121,Meal swipe ;)
2020-05-10 17:54:38,2020-05-10 17:55:58,IP Address,47.5.163.21,100,79,True,2020-05-10 17:55:58,R_YPlhcTyhyyYeBEt,,,,,34.00140380859375,-84.01439666748046875,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-10 17:54:11,2020-05-10 17:56:32,IP Address,130.132.173.61,100,140,True,2020-05-10 17:56:32,R_3GeyECay5JTURJF,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Public Service/Nonprofit,New York,Male,"History,Philosophy",Pierson College,Tenders,Jonathan Edwards College,No,"Yes, I am entering the workforce",60k,No,,No,,No,,Somewhat agree,Yes,Somewhat Insignificant,Sterling,,10,Yes,PHIL 455,Naked Juice
2020-05-10 17:50:23,2020-05-10 17:56:55,IP Address,162.237.214.39,100,391,True,2020-05-10 17:56:55,R_DOIUkIKEMC5akZr,,,,,42.4557037353515625,-83.65419769287109375,anonymous,EN,Other (Please specify),Michigan,Female,Engineering Sciences (Electrical),Morse College,Honey bbq salmon,Morse College,No,"Yes, I am entering the workforce",,Yes,,Yes,No,No,,Disagree,No,,Sterling,,8,No,HSAR 247,"Starbucks Cold Brew "
2020-05-10 17:55:44,2020-05-10 17:58:23,IP Address,47.18.132.255,100,159,True,2020-05-10 17:58:23,R_1M4H037Gr3eENB5,,,,,40.697296142578125,-73.3271026611328125,anonymous,EN,Education,New York,Female,Psychology,Trumbull College,Chicken Tenders,Trumbull College,No,"Yes, I am entering the workforce","51,500",No,,No,,Yes,Somewhat disagree,Somewhat agree,Yes,Somewhat Insignificant,Sterling,,7,No,HUMS 411,Amy's Pesto Tortellini and a Ritter Sport Chocolate
2020-05-10 17:53:35,2020-05-10 17:58:34,IP Address,66.191.202.50,100,299,True,2020-05-10 17:58:34,R_1pYFAT7sukiZR9P,,,,,34.8950042724609375,-81.92040252685546875,anonymous,EN,Health,Wisconsin,Female,Cognitive Science,Benjamin Franklin College,Salmon,Silliman College,No,"Yes, I am entering the workforce",75000,Yes,5000,No,,No,,Somewhat agree,No,,Other (spill those secret study places),Connecticut Hall,8,No,CGSC 277,Clif bar +  Vega bar + gluten free bar
2020-05-10 17:56:23,2020-05-10 17:58:46,IP Address,65.190.62.208,100,143,True,2020-05-10 17:58:46,R_1Fm21PA980edPC1,,,,,35.7964935302734375,-78.79810333251953125,anonymous,EN,Academia/Research,New Jersey,Male,Statistics and Data Science,Grace Hopper College,Mac and cheese,Grace Hopper College,No,"No, I am not entering the workforce",,,,No,,No,,Disagree,No,,Bass,,8,No,ENGL 127,Naked smoothie
2020-05-10 17:54:00,2020-05-10 17:59:00,IP Address,73.195.64.102,100,300,True,2020-05-10 17:59:01,R_2Bh58Mje93wYojE,,,,,39.94580078125,-74.90419769287109375,anonymous,EN,Education,Philadelphia,Male,Mathematics,Davenport College,Mushroom ravioli,Grace Hopper College,No,"Yes, I am entering the workforce","45,000",No,,No,,No,,Disagree,Yes,Insignificant,Other (spill those secret study places),Math lounge,8,Yes,HIST 271,Chicken tenders and peppermint gum
2020-05-10 17:55:57,2020-05-10 17:59:03,IP Address,66.8.246.190,100,185,True,2020-05-10 17:59:03,R_2wRercP40nY5gAE,,,,,21.408203125,-157.739593505859375,anonymous,EN,Academia/Research,Hawai'i,Female,Astrophysics,Pauli Murray College,Couscous salad,Benjamin Franklin College,No,"No, I am not entering the workforce",,,,No,,No,,Strongly disagree,No,,Bass,,7,No,ASTR 255,Combination of juices and drinks!
2020-05-10 17:49:18,2020-05-10 17:59:04,IP Address,97.113.50.189,100,586,True,2020-05-10 17:59:05,R_1M0LE2F73tgqQER,,,,,47.6136932373046875,-122.310394287109375,anonymous,EN,Academia/Research,Washington,Male,Mathematics,Morse College,Chocolate toffee pudding,Morse College,No,"Yes, I am entering the workforce",$28000,Yes,$5000,No,,Yes,Disagree,Disagree,Yes,Somewhat Substantial,Sterling,,5,Yes,MATH 430,Sandwich
